"hospital_name","district","nearest_sh","distance_meters"
"Surya Clinic","Dausa","Dharuheda to Gangapur via Bhiwadi alwar sikandra","49.67"
"Tammen Hospital","Dausa","Mahuwa to Govindgarh via Garhi Sawairam Lxmangarh Road","2107.82"
"Vedansh Hospital","Dausa","Salempur to Mahuwa via Kherla Gazipur","1190.85"
"Vijay Hospital and Research Centre","Dausa","Dharuheda to Gangapur via Bhiwadi alwar sikandra","2173.15"
"Vinayak Hospital","Dausa","Salempur to Mahuwa via Kherla Gazipur","293.10"
"Vinayak Orthodentic Hospital","Dausa","Bhadoti Bassi via Junction of NH-11B Lalsot Didwana Toonga","784.89"
"Well Cure Clinic","Dausa","Bhadoti Bassi via Junction of NH-11B Lalsot Didwana Toonga","1629.25"
"General Hospital, Bari","Dhaulpur","Bari Baseri road","26.27"
"Government Hospital Rajakhera","Dhaulpur","DholpurRajakhera road","224.12"
"Government Hospital Tasimo","Dhaulpur","Dholpur Saipau Road up to Distt. Dholpur","42.66"
"Government Hospital, Baseri","Dhaulpur","Bari Baseri Bayana Road Km 10 to 24","1053.60"
"Government Hospital, Dholpur","Dhaulpur","DholpurRajakhera road","2185.96"
"Government Hospital, Hathwari","Dhaulpur","DholpurRajakhera road","2851.50"
"Ayushman Hospital","Dholpur","DholpurRajakhera road","2120.37"
"Chauhan Clinic","Dholpur","Bari Saipau road","12.52"
"Dholpur Government Hospital","Dholpur","DholpurRajakhera road","2220.07"
"Dr. Akeshwar Yadav Pain and Spine Care Clinic","Dholpur","DholpurRajakhera road","1186.71"
"Dr. Anil Bansal Nursing Home","Dholpur","DholpurRajakhera road","2277.61"
"Dr. GD Raipuria Clinic","Dholpur","DholpurRajakhera road","1035.99"
"Dr. K.K. Agrawal Clinic","Dholpur","DholpurRajakhera road","1925.42"
"Dr. Nitin Maru Clinic","Dholpur","DholpurRajakhera road","987.56"
"Dr. Pooran Singh Clinic","Dholpur","DholpurRajakhera road","402.49"
"Dr. R.B Shrivastava","Dholpur","DholpurRajakhera road","2697.77"
"Dr. Rajesh Jadon Clinic","Dholpur","DholpurRajakhera road","1980.18"
"Dr. Ramgopal Sharma Clinic","Dholpur","Bari Saipau road","13.67"
"Dr. Ramkesh Singh","Dholpur","DholpurRajakhera road","2283.30"
"Dr. Shivcharan Kushwah Hospital","Dholpur","DholpurRajakhera road","1816.73"
"Dr. Suresh Mangal","Dholpur","Bari Baseri road","13.66"
"Dr. Virendra Tyagi ENT Hospital","Dholpur","DholpurRajakhera road","1891.65"
"G.S.S.I Hospital","Dholpur","Bari Saipau road","9.43"
"Jain Nursing Home, Dholpur","Dholpur","DholpurRajakhera road","1827.37"
"Jaipur Hospital","Dholpur","Bari Baseri road","89.82"
"Kothari Clinic","Dholpur","DholpurRajakhera road","2668.75"
"L S Memorial School Of Nursing","Dholpur","DholpurRajakhera road","2765.16"
"Mayuri Surgical Hospital","Dholpur","DholpurRajakhera road","337.66"
"Narayan Hospital","Dholpur","DholpurRajakhera road","2354.35"
"Nav Jeevan Clinic","Dholpur","DholpurRajakhera road","219.42"
"Prathmesh ENT Clinic","Dholpur","DholpurRajakhera road","2267.56"
"Prathmesh Eye Hospital","Dholpur","DholpurRajakhera road","1813.74"
"Raman Hospital","Dholpur","DholpurRajakhera road","2016.84"
"Renu Hospital","Dholpur","DholpurRajakhera road","1945.29"
"Shri Ram Nursing Home, Dholpur","Dholpur","DholpurRajakhera road","1242.74"
"Vijay Hospital, Dholpur","Dholpur","DholpurRajakhera road","2123.51"
"Women District Hospital","Dholpur","DholpurRajakhera road","2025.41"
"Abhay Eye Clinic","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1366.82"
"Arogya Clinic","Dungarpur","Udaipur Aspur Banswara road (km 192/0 to 218/0)","15.77"
"Ayurveda Hospital","Dungarpur","Dhariyawad to Peeth","287.04"
"Bhagoday Clinic","Dungarpur","Dhariyawad to Peeth","796.25"
"Bhagwan Mahaveer Orthopaedic Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1652.91"
"BM Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1700.69"
"Deendayal Upadhyaya Government Hospital","Dungarpur","Dhariyawad to Peeth","553.13"
"Dhansham Clinic","Dungarpur","Dhariyawad to Peeth","47.94"
"Disha Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1497.63"
"Dr. Gaurav Yadav","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1717.29"
"Dr. Husein Qaizar","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","1920.95"
"Dr. Idris Ezzy","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","1828.90"
"Dr. Jafruddin Clinic","Dungarpur","Dhariyawad to Peeth","28.59"
"Dr. Jayesh Gandhi Clinic","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","311.36"
"Dr. Laxman Singh Chouhan Hospital","Dungarpur","Aspur Dungarpur Sarthuna road (Km.0/0 to 23/500)","12.97"
"Dr. Santosh Yadav Orthopaedic Clinic","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","669.88"
"Dr. Sonakshi Skin Clinic","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1362.12"
"Dr. Vijay Joshi Gayatri Hospital","Dungarpur","Mandli Dhambola Jogpur Khadgada Bhiluda Garhi","18.21"
"Gayatri Clinic","Dungarpur","Udaipur Aspur Banswara road (km 192/0 to 218/0)","90.45"
"Government Hospital","Dungarpur","Dhariyawad to Peeth","467.61"
"Government Hospital Dugela Talab","Dungarpur","Aspur Dungarpur Surthana  Road (Km.66/0 to 74/0)","66.22"
"Government Hospital, Bhiluda","Dungarpur","Mandli Dhambola Jogpur Khadgada Bhiluda Garhi","660.86"
"Government Hospital, Chikhli","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","32.19"
"Government Hospital, Faloj","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","2082.84"
"Government Hospital, Peeth","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","5.83"
"Hari Dev Joshi General Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1686.59"
"Homeopathy Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1616.04"
"Jeevan Jyoti Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1532.94"
"M M Patidar Hospital","Dungarpur","Dhariyawad to Peeth","144.99"
"Mehta Hospital","Dungarpur","Dhariyawad to Peeth","356.16"
"Mewar Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1516.76"
"National Hospital","Dungarpur","Aspur Dungarpur Sarthuna road (Km.0/0 to 23/500)","9.55"
"Navjeevan Clinic","Dungarpur","Aspur  Dungarpur Sarthuna (km.50/0 to 66/0)","1412.48"
"Navneet Eye Care & Opticals","Dungarpur","Dhariyawad to Peeth","822.07"
"New Swasthya Sadan","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","247.05"
"Pacific Health Hospital","Dungarpur","Udaipur Aspur Banswara road (km 192/0 to 218/0)","27.62"
"Pancholi Clinic","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","4229.62"
"Raj Medical","Dungarpur","Aspur  Dungarpur Sarthuna Km 78  to 108.3","14.38"
"Royal Clinic","Dungarpur","Mandli Dhambola Jogpur Khadgada Bhiluda Garhi","42.98"
"Ruchir Clinic","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","199.48"
"Shifa Nursing Care Centre","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","36.92"
"Shree Padmavati Eye Hospital","Dungarpur","Dhariyawad to Peeth","809.92"
"Shri Hari Dev Joshi Genaral Hospital Dungarpur","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","1660.20"
"Shri Ram Clinic","Dungarpur","Dhariyawad to Peeth","809.26"
"Siddhi Vinayak Hospital","Dungarpur","Aspur Dungarpur Sarthuna road (Km.0/0 to 23/500)","147.54"
"Upasana Jeevan Raksha Hospital","Dungarpur","Aspur Dungarpur Surthana (Km.23/500 to 50/0)","63.99"
"Vardaan Clinic","Dungarpur","Dhariyawad to Peeth (Km 92.00 to 139.00 )","40.71"
"Vardan Clinic","Dungarpur","Dhariyawad to Peeth","897.60"
"Aachal Hospital","Ganganagar","Sriganganagar Hanumangarh road","814.76"
"Aastha Kidney Hospital","Ganganagar","Sriganganagar Hanumangarh road","953.44"
"Adarsh Nursing Home","Ganganagar","Sriganganagar Hanumangarh road","762.68"
"Aditya Nursing Home & Gastro Centre","Ganganagar","Ganganagar Chhatargarh road","498.96"
"Aggarwal Maternity and Nursing Home","Ganganagar","Ganganagar Chhatargarh road","503.77"
"Bahl Hospital and Medical Research Centre","Ganganagar","Sriganganagar Hanumangarh road","47.31"
"Bikaner Sishu Hospital","Ganganagar","Sriganganagar Hanumangarh road","733.58"
"Dawar Eye Hospital","Ganganagar","Sriganganagar Hanumangarh road","1144.01"
"Divoj Hospital","Ganganagar","Sriganganagar Hanumangarh road","722.27"
"Dr. Ashok Garg Hospital","Ganganagar","Sriganganagar Hanumangarh road","809.90"
"Gangaram Bansal Superspeciality Hospital","Ganganagar","Sriganganagar Hanumangarh road","767.53"
"Gaur Hospital","Ganganagar","Sriganganagar Hanumangarh road","994.83"
"Government Civil Hospital Sameja Kothi","Ganganagar","Sriganganagar Raisinghnagar Anoopgarh Bikaner Road","65.25"
"Government Hospital","Ganganagar","Hanumangarh  Suratgarh Aupgarh Road","1753.12"
"Government Hospital Rattewala","Ganganagar","Ganganagar Padampur Raisinghnagar Road","115.96"
"Government Hospital Sriganganagar","Ganganagar","Sriganganagar Hanumangarh road","787.66"
"Government Hospital, Chak Maharajka","Ganganagar","Sadulsahar To Sri Ganganagar Via Banwala Road","2209.06"
"Government Hospital, Hakamabad","Ganganagar","Sadulsahar To Sri Ganganagar Via Banwala Road","2661.31"
"Government Hospital, Patroda","Ganganagar","SRIGANGANAGAR ANOOPGARH BIKANER","103.60"
"Governmet Hospital Srikaranpur","Ganganagar","Sadulshahar Sri Ganganagar Karanpur road via Mirzewala","178.31"
"Govt Hospital Mirzawala","Ganganagar","Sadulshahar Ganganagar Karanpur road","674.30"
"Goyal Hospital and Diabetic Centre","Ganganagar","Bharatpur Alwar Narnaoul Road","61.32"
"Gupta Nursing Home, Ganganagar","Ganganagar","Sriganganagar Hanumangarh road","1029.52"
"Jaipur Mother and Child Hospital","Ganganagar","Sriganganagar Hanumangarh road","818.90"
"Jindal Hospital","Ganganagar","Sriganganagar Hanumangarh road","948.69"
"Kaushik Nursing Home","Ganganagar","Ganganagar Chhatargarh road","402.06"
"Kochar Hospital and Research Centre Pvt. Ltd","Ganganagar","Ganganagar Chhatargarh road","150.03"
"Lalgaria Hospital","Ganganagar","Sriganganagar Hanumangarh road","660.04"
"Periwal Nursing Home","Ganganagar","Sriganganagar Hanumangarh road","879.45"
"Prakash Charitable Hospital","Ganganagar","Sriganganagar Hanumangarh road","912.32"
"Shakuntala Nursing Home, Ganganagar","Ganganagar","Sriganganagar Hanumangarh road","717.81"
"Shree Govindam Hospital","Ganganagar","Ganganagar Chhatargarh road","480.45"
"Shri Om Sai Multi Speciality Hospital","Ganganagar","Sriganganagar Hanumangarh road","294.11"
"Sihag Hospital","Ganganagar","Sriganganagar Hanumangarh road","538.33"
"Sri Jagdamda Cha. Eye Hospital","Ganganagar","Sriganganagar Hanumangarh road","51.79"
"Tantia General Hospital","Ganganagar","Sriganganagar Hanumangarh road","833.63"
"Tek Chand Sidana Memorial Psychiatric Hospital","Ganganagar","Sriganganagar Hanumangarh road","747.39"
"RGM HOSPITAL ,GGC","Gangapur City","Bhadoti Mathura Via Gangapur Hindaun Bayana Bharatpur","1696.55"
"Aaditya Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","24.81"
"Active Physiotherapy Centre","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","24.30"
"Apex Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","704.99"
"Arogya Orthopaedic Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","411.49"
"Ashopa Childern Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","23.45"
"Astha Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1113.86"
"Balaji Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1148.22"
"Bansal Nursing Home","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","14.25"
"Batra Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","20.73"
"Beniwal Eye Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","752.33"
"Beniwal Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","333.39"
"Bharat Neurotherapy Centre","Hanumangarh","HMH RAMGARH VIA SOG PBN","357.04"
"Bombay Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","41.00"
"Bombay Skin Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","170.35"
"Cancer Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","322.31"
"Chandigarh Homeopathic Clinic","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","191.86"
"Chandigarh Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","115.00"
"Charitable Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","762.22"
"Chawla Nursing Home","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","152.36"
"Chhabra Hospital and Maternity Home","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","35.93"
"City Eye and Surgical Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","368.83"
"Civil Hospital Hanumangarh","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","243.94"
"Delhi Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","376.11"
"Dhingra Hospital","Hanumangarh","HANUMANGARH TO ABOHAR STATE BORDER VIA SADULSAHAR","46.73"
"Dr. Bhambhu Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","760.96"
"Dr. BK Sharma","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","43.91"
"Dr. Brajesh Gaur Clinic","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","444.56"
"Dr. Gopal Godara Surgical and Maternity Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","391.08"
"Dr. Gotam Swami","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","927.11"
"Dr. Gurtej Clinic","Hanumangarh","HMH RAMGARH VIA SOG PBN","188.28"
"Dr. Jagtar Singh Khosa","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","312.64"
"Dr. Kuldeep Bhargav","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","934.07"
"Dr. Nandlal Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1360.50"
"Dr. Phool Mohmmad Clinic","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1051.54"
"Dr. Ramesh Beniwal Hospital","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","522.34"
"Dr. Ravi Trehan - Hanumangarh","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","12.10"
"Dr. S. K. Kothari","Hanumangarh","HMH RAMGARH VIA SOG PBN","335.30"
"Dr. S. L. Pareek","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","350.70"
"Dr. Sameer Saharan","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","17.18"
"Dr. Sandeep Sihag","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","241.12"
"Dr. Sukha Singh Clinic","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","768.24"
"Dr. Vinod Sharan Clinic","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","66.45"
"Electrohomiopathy Clinic","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","73.80"
"Eye Care Centre","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","546.19"
"Ganga Nursing Home","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","602.37"
"Garg Hospital & Maternity Home","Hanumangarh","HMH  RAMGARH  VIA  SOG  PBN","19.16"
"Gett Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","26.38"
"Government Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","370.28"
"Government Hospital Tibbi","Hanumangarh","TALWARA HANUMANGARH ROAD","84.86"
"Government Hospital Topriya","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","59.10"
"Government Hospital Utradabas","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","594.50"
"Government Hospital, Anupshahar","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","3379.04"
"Government Hospital, Chakheerasinghwala","Hanumangarh","SADULSAHAR CHAIYAN VIA SANGRIA TIBBI ROAD","198.92"
"Government Hospital, Kelania","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","41.41"
"Government Hospital, Kishanpur Utrada","Hanumangarh","SADULSAHAR CHAIYAN VIA SANGRIA TIBBI ROAD","778.90"
"Government Hospital, Kishanpuradhiknada","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","3688.17"
"Government Hospital, Makkasar","Hanumangarh","HMH  RAMGARH  VIA  SOG  PBN","23.27"
"Government Hospital, Nourangdesar","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","104.31"
"Government Hospital, Nukera","Hanumangarh","SADULSAHAR CHAIYAN VIA SANGRIA TIBBI ROAD","3486.32"
"Government Hospital, Pakkasaran","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","445.31"
"Government Hospital, Pallu","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","138.02"
"Gupta Eye Hospital, Hanumangarh","Hanumangarh","SADULSAHAR CHAIYAN VIA SANGRIA TIBBI ROAD","435.20"
"Gupta Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","23.94"
"Gurunanak Children Hospital","Hanumangarh","TALBADA-HANUMANGARH ROAD KM 0/0 TO 32/0","242.44"
"Hissaria Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","80.83"
"J.C. Aseri Memorial Hospital","Hanumangarh","HMH RAMGARH VIA SOG PBN","336.55"
"Jai Ambe Clinic","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","137.49"
"Jain Hospital, Hanumangarh","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","13.52"
"Jaipur Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","45.98"
"Jaipur Hospital and Skin Care Centre","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","15.72"
"Jaipur Hospital, Nohar","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","740.98"
"Jaju Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","768.96"
"Jangir Clinic","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","357.83"
"Janta Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","391.26"
"Jivan Jyoti Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","924.72"
"Jotwani Hospital and Ultrasound Centre","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1532.40"
"Kashnia ENT Care Centre","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","136.01"
"Khushi Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","757.94"
"Mahadevi Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","51.41"
"Mahaveer Hospital & Maternity Centre","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","31.04"
"Mamta Hospital, Hanumangarh","Hanumangarh","HMH  RAMGARH  VIA  SOG  PBN","30.54"
"Max Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1026.98"
"Minakshi Hospital and Maternity Centre","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","176.33"
"Nagpal Eye and ENT Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","16.81"
"Narang Clinic","Hanumangarh","HMH RAMGARH VIA SOG PBN","126.00"
"Navjeevan Physiotherapy Clinic","Hanumangarh","HMH RAMGARH VIA SOG PBN","338.21"
"Navjivan Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","910.96"
"Navratan Child Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","19.22"
"Nehra Hospital","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","117.46"
"Nehra Nursing Home","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1251.47"
"P P M Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","132.92"
"Railway Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","301.61"
"Rajkiya Chikitsalya, Hanumangarh","Hanumangarh","HANUMANGARH TO ABOHAR STATE BORDER VIA SADULSAHAR","449.32"
"Rathore Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","59.32"
"Rita Sethi Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","213.62"
"Safe Care Hospital","Hanumangarh","KISHANGARH TO SANGRIA UPTO HARYANA BORDER VIA PALLU RWT HMH","94.17"
"Saini Hospital","Hanumangarh","KISHANGARH TO SANGRIA UP TO HARYANA BORDER VIA PALLU RWT HMH","27.48"
"Setia E.N.T Hospital","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","25.32"
"Sharan Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","987.39"
"Sharma Nursing Home","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","13.81"
"Shivam Life Care","Hanumangarh","FATEHPUR-CHURU-SAHWA-NHR-THALARKA-MUNDA-HMH-SGNR ROAD","763.76"
"Shri Baba Ji Multispeciality Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","700.35"
"Shri Shyam Physiotherapy Clinic","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 74/000","1023.68"
"Shubham Hospital","Hanumangarh","RAJGARH-BHADRA-NOHAR KM 35/200 TO 104/200","312.92"
"Sidhu Hospital","Hanumangarh","FATEHPUR-CHURU-TARANAGAR- SAHWA-NOHAR-THALARKA- MUNDA-HMH","934.08"
